MSW05_Binomial,5-1_AdultBodyMass_g,9-1_GestationLen_d,14-1_InterbirthInterval_d,15-1_LitterSize,17-1_MaxLongevity_m,23-1_SexualMaturityAge_d,24-1_TeatNumber,25-1_WeaningAge_d,6-1_DietBreadth,6-2_TrophicLevel,1-1_ActivityCycle,26-1_GR_Area_km2,21-1_PopulationDensity_n/km2
Paraleptomys wilhelmina,33.68,-999.0,-999.0,-999.0,-999.0,-999.0,4,-999.0,-999.0,-999,-999.0,4717.36,-999.0
Paralomys gerbillus,17.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,13008.5,-999.0
Paramelomys gressitti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Paramelomys levipes,82.81,-999.0,-999.0,1.52,-999.0,-999.0,4,20.0,3.0,1,-999.0,817.79,-999.0
Paramelomys lorentzii,150.0,-999.0,-999.0,1.07,-999.0,-999.0,3,20.0,3.0,1,-999.0,-999.0,-999.0
Paramelomys mollis,90.05,-999.0,-999.0,1.69,-999.0,-999.0,4,20.0,3.0,1,-999.0,231082.75,-999.0
Paramelomys moncktoni,80.56,-999.0,-999.0,2.15,-999.0,166.32,4,20.0,3.0,1,-999.0,160894.52,-999.0
Paramelomys naso,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,110306.33,-999.0
Paramelomys platyops,85.6,-999.0,-999.0,1.94,-999.0,-999.0,4,20.0,3.0,1,-999.0,305085.05,-999.0
Paramelomys rubex,47.16,-999.0,-999.0,2.0,-999.0,-999.0,4,20.0,3.0,1,-999.0,182359.8,-999.0
Paramelomys steini,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Paramurexia rothschildi,53.77,-999.0,-999.0,3.39,-999.0,-999.0,-999,-999.0,1.0,3,2.0,32993.43,-999.0
Parantechinus apicalis,71.31,48.5,365.0,7.5,36.0,340.6,-999,112.7,2.0,2,2.0,31495.39,599.99
Paranyctimene raptor,24.94,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,1.0,1,-999.0,361367.13,-999.0
Paranyctimene tenax,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Parascalops breweri,51.11,35.46,-999.0,4.49,60.0,314.64,8,30.24,3.0,2,2.0,832754.59,900.0
Parascaptor leucura,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,259508.38,-999.0
Paraxerus alexandri,50.73,-999.0,-999.0,0.97,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,290513.82,-999.0
Paraxerus boehmi,70.24,-999.0,-999.0,1.06,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1218355.82,-999.0
Paraxerus cepapi,222.85,56.87,60.5,2.02,-999.0,239.99,-999,38.39,5.0,2,-999.0,3172101.99,353.0
Paraxerus cooperi,250.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,101663.98,-999.0
Paraxerus flavovittis,160.0,-999.0,-999.0,1.22,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,780136.46,-999.0
Paraxerus lucifer,692.45,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,76574.94,-999.0
Paraxerus ochraceus,104.3,-999.0,-999.0,2.2,-999.0,-999.0,-999,24.36,-999.0,-999,-999.0,941616.18,-999.0
Paraxerus palliatus,365.37,62.01,75.0,1.6,-999.0,-999.0,-999,52.5,5.0,2,3.0,1286891.41,389.55
Paraxerus poensis,100.0,55.13,57.75,1.5,-999.0,105.22,-999,-999.0,1.0,1,3.0,1525723.44,-999.0
Paraxerus vexillarius,675.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,8466.8,-999.0
Paraxerus vincenti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,4870.34,-999.0
Pardofelis marmorata,2826.68,-999.0,-999.0,2.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,2298300.89,-999.0
Parotomys brantsii,129.5,37.56,-999.0,2.04,-999.0,39.68,4,-999.0,-999.0,-999,-999.0,599972.96,-999.0
Parotomys littledalei,126.99,-999.0,-999.0,2.91,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,645782.25,-999.0
Paruromys dominator,325.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,170486.35,-999.0
Paulamys naso,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,317.63,-999.0
Pearsonomys annectens,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Pecari tajacu,21133.69,144.88,155.0,1.56,296.4,315.68,8,47.25,5.0,1,2.0,15771441.38,7.92
Pectinator spekei,169.7,-999.0,-999.0,1.17,120.0,374.16,-999,-999.0,3.0,1,3.0,630728.82,-999.0
Pedetes capensis,2549.25,78.02,101.0,0.98,174.0,338.33,-999,45.61,3.0,1,1.0,3979810.48,-999.0
Pedetes surdaster,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,823185.75,-999.0
Penthetor lucasi,35.39,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,1.0,1,-999.0,647764.08,-999.0
Peponocephala electra,206000.0,365.0,-999.0,-999.0,564.0,3458.66,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Perameles bougainville,230.8,12.0,-999.0,2.0,-999.0,136.05,-999,-999.0,3.0,2,2.0,89.5,34.0
Perameles eremiana,499.99,-999.0,-999.0,2.0,-999.0,-999.0,-999,-999.0,2.0,2,2.0,-999.0,-999.0
Perameles gunnii,903.46,12.5,65.0,2.31,66.0,107.64,8,59.99,7.0,2,2.0,49082.44,351.56
Perameles nasuta,720.26,12.24,53.0,2.43,-999.0,139.04,-999,66.99,2.0,2,2.0,383336.86,89.99
Perodicticus potto,1081.81,193.0,354.05,1.09,312.0,561.58,-999,149.15,4.0,2,1.0,4965957.99,8.47
Perognathus alticolus,23.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,8126.88,-999.0
Perognathus amplus,11.97,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,129256.13,-999.0
Perognathus fasciatus,11.29,29.8,-999.0,5.48,-999.0,-999.0,-999,-999.0,3.0,1,1.0,1039601.42,225.41
Perognathus flavescens,9.21,-999.0,-999.0,4.37,-999.0,-999.0,6,-999.0,2.0,1,-999.0,1544925.8,-999.0
Perognathus flavus,7.97,26.0,-999.0,3.94,60.0,-999.0,6,29.83,3.0,2,1.0,1564512.87,150.0
Perognathus inornatus,10.16,-999.0,-999.0,4.0,-999.0,-999.0,-999,-999.0,2.0,2,1.0,73899.38,499.99
Perognathus longimembris,8.07,22.74,-999.0,4.45,99.6,125.41,-999,18.67,1.0,1,1.0,518799.79,174.0
Perognathus merriami,6.94,-999.0,-999.0,4.18,30.0,-999.0,-999,-999.0,3.0,2,1.0,695708.88,170.0
Perognathus parvus,21.56,23.5,-999.0,4.86,48.0,341.37,-999,21.0,3.0,2,2.0,922062.88,2738.17
Peromyscus attwateri,27.9,-999.0,-999.0,3.53,18.0,-999.0,-999,-999.0,5.0,2,1.0,454032.48,296.52
Peromyscus aztecus,34.0,-999.0,-999.0,3.49,-999.0,-999.0,-999,-999.0,2.0,1,1.0,-999.0,899.99
Peromyscus beatae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Peromyscus boylii,23.9,23.3,-999.0,3.18,18.0,56.67,-999,-999.0,-999.0,-999,1.0,2628523.09,521.08
Peromyscus bullatus,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,2913.33,-999.0
Peromyscus californicus,42.68,32.95,24.0,1.94,-999.0,50.0,-999,29.83,6.0,2,1.0,158708.41,3706.83
Peromyscus caniceps,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,18.17,-999.0
Peromyscus crinitus,16.32,25.33,26.0,3.08,-999.0,71.19,4,23.91,4.0,2,1.0,929829.3,1198.07
Peromyscus dickeyi,28.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,0.007247273,-999.0
Peromyscus difficilis,27.95,-999.0,-999.0,3.88,-999.0,-999.0,-999,25.9,-999.0,-999,1.0,437500.41,162.09
Peromyscus eremicus,22.73,27.35,38.5,2.52,-999.0,54.07,4,20.88,6.0,2,1.0,-999.0,431.41
Peromyscus eva,21.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,64741.35,-999.0
Peromyscus fraterculus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Peromyscus furvus,32.99,-999.0,-999.0,1.94,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,22500.45,-999.0
Peromyscus gossypinus,27.68,23.0,-999.0,3.7,15.5,49.58,-999,22.33,1.0,3,1.0,1151301.69,513.28
Peromyscus grandis,71.0,-999.0,-999.0,2.43,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,5437.62,-999.0
Peromyscus gratus,27.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,600842.22,-999.0
Peromyscus guardia,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,937.72,-999.0
Peromyscus guatemalensis,40.0,-999.0,-999.0,1.94,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,19099.86,-999.0
Peromyscus gymnotis,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,40365.9,-999.0
Peromyscus hooperi,35.99,33.5,-999.0,3.09,-999.0,78.23,-999,22.67,-999.0,-999,1.0,19897.04,-999.0
Peromyscus hylocetes,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Peromyscus interparietalis,-999.0,-999.0,31.9,2.39,-999.0,-999.0,-999,18.43,-999.0,-999,1.0,40.64,-999.0
Peromyscus keeni,28.25,-999.0,-999.0,5.99,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,174924.33,1021.13
Peromyscus leucopus,18.07,23.17,26.6,4.27,38.0,45.15,4,21.49,6.0,2,1.0,5841433.18,1444.64
Peromyscus levipes,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,-999.0,-999.0
Pteronotus parnellii,19.59,107.97,-999.0,0.99,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,8414216.78,-999.0
Pteronotus personatus,7.99,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,4866973.12,-999.0
Pteronotus pristinus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Pteronotus quadridens,5.64,156.43,-999.0,1.21,-999.0,-999.0,-999,-999.0,1.0,3,-999.0,201573.11,-999.0
Pteronura brasiliensis,26000.0,70.0,365.0,2.12,154.0,-999.0,-999,120.48,1.0,3,3.0,8075624.21,-999.0
Pteropus admiralitatum,306.46,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,28281.49,-999.0
Pteropus aldabrensis,310.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,123.35,-999.0
Pteropus alecto,610.13,-999.0,-999.0,1.0,-999.0,-999.0,-999,89.17,1.0,1,-999.0,1205090.31,-999.0
Pteropus anetianus,397.22,-999.0,-999.0,0.98,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,10979.84,-999.0
Pteropus aruensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,5715.75,-999.0
Pteropus banakrisi,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,171.8,-999.0
Pteropus brunneus,200.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Pteropus caniceps,525.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,24432.1,-999.0
Pteropus capistratus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,14821.62,-999.0
Peromyscus madrensis,-999.0,-999.0,-999.0,2.91,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,417.37,-999.0
Peromyscus maniculatus,19.98,26.68,27.14,4.76,-999.0,48.05,-999,22.49,4.0,2,1.0,13001064.75,661.87
Peromyscus mayensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,153.21,-999.0
Peromyscus megalops,66.2,-999.0,-999.0,2.0,-999.0,54.19,-999,21.99,-999.0,-999,1.0,43655.36,-999.0
Peromyscus mekisturus,59.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,7871.4,-999.0
Peromyscus melanocarpus,58.9,30.39,33.55,2.23,-999.0,91.44,4,25.8,-999.0,-999,1.0,8317.42,-999.0
Peromyscus melanophrys,40.0,24.7,-999.0,2.91,-999.0,-999.0,-999,26.0,-999.0,-999,1.0,515026.28,-999.0
Peromyscus melanotis,39.59,25.01,26.57,3.69,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,495038.61,2045.14
Peromyscus melanurus,40.0,-999.0,-999.0,2.75,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,5191.19,-999.0
Peromyscus merriami,40.0,-999.0,-999.0,3.4,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,198360.36,-999.0
Peromyscus mexicanus,42.58,30.19,33.3,2.56,-999.0,53.04,-999,31.22,2.0,1,1.0,424193.41,-999.0
Peromyscus nasutus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,610450.25,-999.0
Peromyscus ochraventer,40.0,-999.0,-999.0,4.86,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,12708.86,-999.0
Peromyscus pectoralis,38.99,23.0,-999.0,3.88,-999.0,-999.0,-999,-999.0,1.0,1,1.0,835343.34,-999.0
Peromyscus pembertoni,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,-999.0,-999.0
Peromyscus perfulvus,40.0,43.24,-999.0,2.79,-999.0,-999.0,-999,24.85,-999.0,-999,1.0,66891.6,840.23
Peromyscus polionotus,14.27,23.8,24.25,3.59,-999.0,29.98,-999,24.24,-999.0,-999,1.0,377395.17,889.0
Peromyscus polius,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,34323.83,-999.0
Peromyscus pseudocrinitus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,9.15,-999.0
Peromyscus sagax,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0
Peromyscus sejugis,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,13.64,-999.0
Peromyscus simulus,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,17160.55,-999.0
Peromyscus slevini,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,27.84,-999.0
Peromyscus spicilegus,35.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,126047.27,-999.0
Peromyscus stephani,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,41.35,-999.0
Peromyscus stirtoni,29.19,-999.0,-999.0,2.38,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,26436.82,-999.0
Peromyscus truei,27.0,32.37,40.0,3.49,-999.0,42.46,-999,32.28,2.0,2,1.0,2131499.23,1419.62
Peromyscus winkelmanni,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,2463.17,-999.0
Peromyscus yucatanicus,27.13,30.8,27.5,3.0,-999.0,49.35,-999,-999.0,-999.0,-999,1.0,130695.7,-999.0
Peromyscus zarhynchus,40.0,-999.0,-999.0,1.94,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,4752.79,-999.0
Peropteryx kappleri,9.85,137.96,-999.0,1.0,-999.0,-999.0,-999,79.82,1.0,3,1.0,4378235.63,-999.0
Peropteryx leucoptera,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,3,1.0,4061234.83,-999.0
Peropteryx macrotis,5.68,129.27,-999.0,0.99,-999.0,-999.0,-999,-999.0,1.0,3,1.0,12187438.94,-999.0
Peropteryx trinitatis,4.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,37561.11,-999.0
Peroryctes broadbenti,4800.0,12.0,-999.0,1.76,-999.0,-999.0,-999,-999.0,3.0,2,1.0,28581.77,-999.0
Peroryctes raffrayana,905.63,-999.0,-999.0,1.27,39.6,-999.0,-999,-999.0,1.0,1,1.0,215767.6,-999.0
Petaurillus emiliae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,683.58,-999.0
Petaurillus hosei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,95230.53,-999.0
Petaurillus kinlochii,30.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,8094.4,-999.0
Petaurista alborufus,1501.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1222600.38,-999.0
Petaurista elegans,1040.0,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,5.0,2,1.0,1683514.8,-999.0
Petaurista leucogenys,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,4.0,1,-999.0,1177965.36,-999.0
Petaurista magnificus,1475.49,-999.0,-999.0,0.97,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,49308.69,-999.0
Petaurista nobilis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,30022.25,-999.0
Petaurista petaurista,1533.84,45.0,-999.0,1.0,192.0,-999.0,-999,68.43,5.0,2,1.0,3024585.74,-999.0
Petaurista philippensis,1675.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,3127906.69,-999.0
Petaurista xanthotis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,1473590.1,-999.0
Petauroides volans,1257.17,-999.0,443.0,1.0,180.0,733.29,2,228.41,2.0,1,1.0,733564.17,69.0
Petaurus abidi,278.0,-999.0,-999.0,1.02,-999.0,-999.0,4,-999.0,5.0,2,1.0,114.2,-999.0
Petaurus australis,567.15,-999.0,584.5,1.24,192.0,822.0,-999,148.07,3.0,2,1.0,346584.36,14.0
Petaurus biacensis,90.98,-999.0,-999.0,1.45,-999.0,-999.0,4,-999.0,5.0,2,-999.0,2550.53,-999.0
Petaurus breviceps,120.76,16.68,311.0,1.82,168.0,320.03,4,118.65,5.0,2,1.0,2337517.22,432.14
Petaurus gracilis,360.63,-999.0,-999.0,1.75,-999.0,-999.0,-999,-999.0,4.0,2,1.0,8721.42,12.0
Petaurus norfolcensis,230.0,-999.0,183.0,1.64,144.0,-999.0,-999,120.48,3.0,2,1.0,624212.74,122.0
Petinomys crinitus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5,-999.0,4.0,2,1.0,1254.65,-999.0
Petinomys fuscocapillus,794.5,-999.0,-999.0,2.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,49209.63,-999.0
Petinomys genibarbis,108.81,-999.0,-999.0,1.07,-999.0,-999.0,5,-999.0,4.0,2,1.0,490763.81,-999.0
Petinomys hageni,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5,-999.0,4.0,2,1.0,67222.49,-999.0
Petinomys lugens,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,5140.87,-999.0
Petinomys mindanensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,96031.86,-999.0
Petinomys sagitta,49.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,1.0,126776.2,-999.0
Petinomys setosus,43.85,-999.0,-999.0,1.5,-999.0,-999.0,5,-999.0,4.0,2,1.0,304861.34,-999.0
Petinomys vordermanni,36.87,-999.0,-999.0,2.0,-999.0,-999.0,5,-999.0,4.0,2,1.0,108682.35,-999.0
Petrodromus tetradactylus,201.0,-999.0,-999.0,1.0,-999.0,-999.0,4,-999.0,6.0,2,2.0,3981194.83,186.01
Petrogale assimilis,4618.88,30.99,200.0,1.0,156.0,595.25,-999,294.19,-999.0,-999,-999.0,209697.55,76.64
Petrogale brachyotis,4012.01,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,476435.12,-999.0
Petrogale burbidgei,1258.0,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,30601.39,-999.0
Petrogale coenensis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,17688.74,-999.0
Petrogale concinna,1398.2,31.46,265.5,1.0,204.0,498.88,-999,191.15,-999.0,-999,1.0,166175.37,-999.0
Petrogale godmani,4750.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,53365.92,-999.0
Petrogale herberti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,283187.1,-999.0
Petrogale inornata,4555.52,30.99,210.0,1.0,-999.0,612.26,-999,286.18,-999.0,-999,-999.0,85550.06,-999.0
Petrogale lateralis,4567.88,-999.0,-999.0,1.0,144.0,-999.0,-999,-999.0,-999.0,-999,-999.0,299435.81,275.0
Petrogale mareeba,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,39078.81,-999.0
Petrogale penicillata,6931.6,30.99,202.5,1.0,172.8,573.77,-999,290.0,-999.0,-999,1.0,171742.35,300.0
Petrogale persephone,5585.63,32.0,209.0,1.0,-999.0,774.4,-999,329.06,1.0,1,2.0,5496.97,5.99
Petrogale purpureicollis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,82704.32,-999.0
Petrogale rothschildi,4546.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,148697.32,-999.0
Petrogale sharmani,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,19561.61,-999.0
Petrogale xanthopus,8499.99,33.16,196.0,1.02,144.0,581.78,-999,342.05,3.0,1,-999.0,173888.42,15.0
Petromus typicus,224.0,-999.0,-999.0,1.5,-999.0,-999.0,-999,-999.0,3.0,1,3.0,427688.37,-999.0
Petromyscus barbouri,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,60647.65,-999.0
Petromyscus collinus,20.0,-999.0,-999.0,2.46,-999.0,-999.0,-999,31.5,-999.0,-999,-999.0,573003.86,-999.0
Petromyscus monticularis,20.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,50605.31,-999.0
Petromyscus shortridgei,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,65327.98,-999.0
Petropseudes dahli,1877.03,-999.0,-999.0,1.0,-999.0,-999.0,-999,-999.0,1.0,1,-999.0,319548.62,18.0
Phacochoerus aethiopicus,75607.52,165.4,365.0,3.2,225.6,631.12,-999,106.45,4.0,1,3.0,851932.22,7.61
Phacochoerus africanus,82499.99,172.49,-999.0,-999.0,180.0,-999.0,4,-999.0,1.0,1,3.0,11093470.88,-999.0
Phaenomys ferrugineus,93.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,53.88,-999.0
Phaiomys leucurus,-999.0,-999.0,-999.0,1.94,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,621429.95,-999.0
Phalanger alexandrae,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,151.19,-999.0
Phalanger carmelitae,1820.88,-999.0,-999.0,1.01,-999.0,-999.0,-999,-999.0,5.0,2,1.0,181857.62,-999.0
Phalanger gymnotis,2597.89,12.99,-999.0,1.01,144.0,-999.0,-999,270.0,4.0,2,1.0,260036.85,-999.0
Phalanger intercastellanus,1747.5,-999.0,-999.0,2.02,-999.0,-999.0,-999,-999.0,4.0,1,-999.0,84657.38,-999.0
Phalanger lullulae,1632.5,-999.0,-999.0,1.75,-999.0,-999.0,-999,-999.0,2.0,1,1.0,887.01,-999.0
Phalanger matabiru,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,226.12,-999.0
Phalanger matanim,1442.38,-999.0,-999.0,1.02,-999.0,-999.0,-999,-999.0,2.0,1,1.0,556.3,-999.0
Phalanger mimicus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,72824.49,-999.0
Phalanger orientalis,2487.5,-999.0,-999.0,1.71,48.0,-999.0,4,-999.0,2.0,1,1.0,260829.66,-999.0
Phalanger ornatus,1787.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,1,1.0,22430.66,-999.0
Phalanger rothschildi,1365.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,1.0,1,1.0,2726.69,-999.0
Phalanger sericeus,2003.0,-999.0,-999.0,1.02,-999.0,-999.0,-999,-999.0,2.0,1,1.0,182383.64,-999.0
Phalanger vestitus,1850.0,-999.0,-999.0,1.01,-999.0,-999.0,-999,-999.0,3.0,1,1.0,81554.54,-999.0
Phaner electromontis,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,2890.84,-999.0
Phaner furcifer,409.87,174.46,-999.0,1.01,144.0,-999.0,-999,-999.0,3.0,2,2.0,6525.13,500.24
Phaner pallescens,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,43081.65,-999.0
Phaner parienti,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,7212.36,-999.0
Pharotis imogene,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,439.62,-999.0
Phascogale calura,43.03,29.49,365.0,7.5,36.0,374.16,8,89.99,3.0,2,2.0,74127.1,-999.0
Phascogale tapoatafa,192.65,28.15,365.0,6.79,60.0,372.69,8,149.57,-999.0,-999,2.0,1068122.23,111.0
