Species1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Range.Size
Leucopternis melanops,29.6,11.1,15.3,56.5,210.8,60.5,312.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,2570861.92
Leucopternis semiplumbeus,28.8,9.7,14.9,53.8,191.0,47.7,285.04,Forest,1,1.0,Carnivore,Vertivore,Insessorial,236308.06
Lophaetus occipitalis,46.6,11.1,17.4,93.3,373.6,116.1,1067.0,Forest,2,1.0,Carnivore,Vertivore,Insessorial,14031980.87
Lophoictinia isura,45.2,15.1,18.6,71.6,471.2,227.0,579.37,Forest,2,1.0,Carnivore,Vertivore,Aerial,1100971.0
Lophotriorchis kienerii,46.1,11.9,17.2,53.5,366.2,127.6,799.0,Forest,2,1.0,Carnivore,Vertivore,Aerial,3758691.08
Macheiramphus alcinus,45.1,9.0,12.7,54.2,360.2,179.0,650.0,Forest,2,1.0,Carnivore,Vertivore,Aerial,13573105.09
Megatriorchis doriae,35.1,11.6,16.7,80.0,290.5,75.6,999.99,Forest,1,1.0,Carnivore,Vertivore,Insessorial,599836.92
Melierax canorus,33.5,11.1,23.8,100.6,353.0,141.5,663.32,Shrubland,3,1.0,Carnivore,Vertivore,Generalist,2246754.63
Melierax metabates,32.5,11.0,17.5,85.6,317.6,111.8,674.53,Shrubland,2,1.0,Carnivore,Vertivore,Insessorial,12484209.96
Melierax poliopterus,33.3,12.1,23.6,88.4,305.8,113.7,629.88,Shrubland,2,1.0,Carnivore,Vertivore,Insessorial,2071175.93
Micronisus gabar,20.2,7.8,11.0,47.2,187.0,64.6,169.55,Grassland,3,2.0,Carnivore,Vertivore,Insessorial,13910595.47
Milvus aegyptius,40.0,13.0,17.4,51.4,457.4,219.9,734.1,Woodland,3,3.0,Omnivore,Omnivore,Aerial,
Milvus migrans,40.0,13.0,17.4,51.4,457.4,219.9,734.1,Woodland,3,3.0,Omnivore,Omnivore,Aerial,59168603.49
Milvus milvus,40.2,13.2,18.7,52.9,481.5,241.6,1071.77,Shrubland,2,2.0,Omnivore,Omnivore,Generalist,1698401.57
Morphnarchus princeps,43.5,13.8,20.4,86.5,364.7,107.4,999.99,Forest,1,1.0,Carnivore,Vertivore,Insessorial,113390.9
Morphnus guianensis,48.4,14.6,22.8,85.3,464.8,107.1,1750.0,Forest,1,1.0,Carnivore,Vertivore,Generalist,11702782.03
Necrosyrtes monachus,63.9,13.6,15.2,78.7,471.4,181.5,2043.0,Shrubland,2,1.0,Scavenger,Scavenger,Terrestrial,10764077.19
Neophron percnopterus,61.7,10.4,13.5,77.2,490.8,236.0,2082.0,Grassland,3,3.0,Omnivore,Scavenger,Generalist,14111672.38
Nisaetus alboniger,48.0,12.9,20.3,77.1,325.2,82.0,829.99,Forest,1,1.0,Carnivore,Vertivore,Insessorial,800448.35
Nisaetus bartelsi,42.7,14.0,21.3,100.3,378.0,83.4,830.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,14421.49
Nisaetus cirrhatus,49.9,12.6,21.7,97.7,414.6,115.8,1475.12,Forest,1,1.0,Carnivore,Vertivore,Insessorial,4408300.11
Nisaetus floris,41.7,12.8,21.6,113.9,436.7,115.9,1475.12,Forest,2,1.0,Carnivore,Vertivore,Insessorial,34986.16
Nisaetus lanceolatus,39.3,12.8,21.6,90.5,373.0,90.5,1168.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,183391.82
Nisaetus nanus,44.2,11.3,17.3,75.5,312.7,79.8,557.76,Forest,1,1.0,Carnivore,Vertivore,Insessorial,1094809.57
Nisaetus nipalensis,44.2,13.1,23.5,101.2,423.7,107.0,3004.99,Forest,1,1.0,Carnivore,Vertivore,Insessorial,2149247.14
Nisaetus philippensis,38.9,12.2,20.5,92.0,355.2,93.8,1168.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,114925.31
Nisaetus pinskeri,43.2,12.9,20.9,89.7,349.0,73.1,1168.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,132366.04
Parabuteo leucorrhous,29.0,9.8,14.2,62.6,241.0,65.5,290.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,1189248.2
Parabuteo unicinctus,34.4,11.4,16.6,81.6,320.8,99.8,850.28,Shrubland,2,2.0,Carnivore,Vertivore,Insessorial,9015595.35
Pernis apivorus,34.8,11.7,13.7,43.9,407.4,154.2,754.37,Forest,1,3.0,Carnivore,Invertivore,Insessorial,9317297.54
Pernis celebensis,31.0,10.8,14.6,41.2,350.2,96.8,721.99,Forest,2,1.0,Carnivore,Invertivore,Insessorial,155679.51
Pernis ptilorhynchus,55.9,13.1,15.4,49.0,413.6,130.7,1141.13,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,11263289.52
Pernis steerei,33.9,11.6,15.1,42.6,378.5,113.2,721.99,Forest,2,1.0,Carnivore,Invertivore,Insessorial,260315.9
Pithecophaga jefferyi,85.3,20.8,49.6,133.8,585.8,178.7,5175.32,Forest,1,1.0,Carnivore,Vertivore,Insessorial,142256.55
Polemaetus bellicosus,54.3,16.8,28.7,112.4,571.6,205.8,3964.54,Grassland,3,1.0,Carnivore,Vertivore,Aerial,14888019.22
Polyboroides radiatus,36.8,10.0,16.1,89.9,397.4,112.2,633.2,Forest,1,1.0,Carnivore,Vertivore,Generalist,413722.67
Polyboroides typus,39.1,10.3,16.6,88.1,443.1,157.0,633.24,Forest,1,1.0,Carnivore,Vertivore,Insessorial,14893143.16
Pseudastur albicollis,38.8,14.2,19.6,82.9,358.3,93.2,703.7,Forest,1,1.0,Carnivore,Vertivore,Insessorial,8478535.51
Pseudastur occidentalis,36.0,12.4,18.5,76.2,346.2,97.8,659.99,Forest,1,1.0,Carnivore,Vertivore,Insessorial,6586.81
Pseudastur polionotus,38.4,12.8,19.7,84.6,365.8,111.5,703.7,Forest,1,1.0,Carnivore,Vertivore,Insessorial,813060.78
Rostrhamus sociabilis,33.1,11.1,11.3,49.9,344.8,134.8,366.94,Wetland,2,2.0,Carnivore,Aquatic predator,Insessorial,11603405.03
Rupornis magnirostris,26.4,10.4,13.4,61.5,220.9,64.9,269.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,15043360.16
Sarcogyps calvus,68.5,23.0,33.9,115.0,570.0,252.8,4469.89,Human Modified,3,1.0,Scavenger,Scavenger,Terrestrial,2166730.6
Spilornis cheela,45.6,14.4,20.8,82.2,373.7,112.6,597.74,Forest,1,1.0,Carnivore,Vertivore,Insessorial,6837152.16
Spilornis elgini,37.5,12.8,18.4,76.1,365.4,106.8,895.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,4980.85
Spilornis holospilus,37.5,12.2,18.0,75.0,340.1,103.8,705.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,276025.54
Spilornis kinabaluensis,34.6,13.4,16.8,72.6,368.5,107.0,597.7,Forest,1,1.0,Carnivore,Vertivore,Insessorial,36584.1
Spilornis klossi,38.2,13.5,18.8,74.7,297.2,87.8,450.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,1111.02
Spilornis rufipectus,34.6,13.3,17.4,64.3,328.6,105.5,705.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,115936.18
Spizaetus isidori,51.3,15.9,25.8,113.4,484.4,120.1,1197.4,Forest,1,1.0,Carnivore,Vertivore,Aerial,469213.82
Spizaetus melanoleucus,40.9,12.8,20.7,72.1,400.6,124.3,850.0,Forest,2,1.0,Carnivore,Vertivore,Aerial,8710494.02
Spizaetus ornatus,39.1,12.3,20.2,93.8,353.0,59.1,1197.4,Forest,1,1.0,Carnivore,Vertivore,Generalist,9433721.9
Spizaetus tyrannus,42.3,12.1,21.0,80.4,384.4,68.6,1007.11,Forest,2,1.0,Carnivore,Vertivore,Insessorial,8304333.12
Stephanoaetus coronatus,53.3,16.7,29.0,94.0,496.4,111.5,3640.0,Forest,1,1.0,Carnivore,Vertivore,Generalist,6608300.52
Terathopius ecaudatus,52.5,16.3,25.3,65.1,500.4,233.2,2200.0,Woodland,2,1.0,Carnivore,Omnivore,Generalist,14023477.79
Torgos tracheliotos,89.1,30.4,45.5,138.4,711.4,276.8,6969.0,Grassland,3,2.0,Scavenger,Scavenger,Terrestrial,8489832.71
Trigonoceps occipitalis,72.1,23.8,33.5,115.9,618.0,265.0,3016.0,Shrubland,2,1.0,Scavenger,Scavenger,Terrestrial,6011586.35
Urotriorchis macrourus,35.4,13.3,16.5,78.9,286.5,68.2,492.0,Forest,1,1.0,Carnivore,Vertivore,Insessorial,3073602.25
Pandion haliaetus,47.0,17.3,19.6,49.8,468.4,204.8,1483.2,Marine,3,3.0,Carnivore,Aquatic predator,Aerial,31298390.01
Sagittarius serpentarius,59.4,19.0,24.1,269.9,615.5,250.2,4017.0,Grassland,3,2.0,Carnivore,Vertivore,Terrestrial,14023594.92
Aix galericulata,33.0,13.5,10.6,34.8,222.2,111.1,567.04,Forest,3,3.0,Herbivore,Herbivore aquatic,Generalist,1904941.91
Aix sponsa,38.6,15.1,11.4,32.9,220.5,108.5,657.59,Wetland,3,1.0,Herbivore,Omnivore,Generalist,6191757.66
Alopochen aegyptiaca,51.6,20.8,16.7,75.8,356.0,143.0,1873.0,Wetland,3,2.0,Herbivore,Omnivore,Generalist,17452607.3
Amazonetta brasiliensis,38.9,14.9,12.8,32.2,180.6,61.9,499.99,Wetland,3,1.0,Herbivore,Herbivore aquatic,Aquatic,8747518.75
Anas acuta,48.1,14.5,14.8,36.9,256.7,148.4,944.62,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,28403500.77
Anas albogularis,35.1,13.9,12.2,29.7,186.8,83.2,488.11,Wetland,3,1.0,Omnivore,Aquatic predator,Aquatic,4843.64
Anas andium,40.1,14.8,12.6,31.8,224.2,101.7,434.0,Wetland,3,2.0,Omnivore,Herbivore aquatic,Aquatic,410562.88
Anas aucklandica,44.8,13.7,12.5,33.6,134.8,49.2,499.09,Wetland,3,2.0,Carnivore,Aquatic predator,Aquatic,42.5
Anas bahamensis,41.5,15.0,12.8,34.1,205.5,92.3,489.97,Wetland,3,2.0,Omnivore,Herbivore aquatic,Aquatic,2991584.7
Anas bernieri,35.3,13.2,11.1,31.5,194.7,73.0,378.48,Wetland,3,1.0,Herbivore,Herbivore aquatic,Generalist,53434.31
Anas capensis,39.6,14.8,13.4,32.8,193.2,93.6,402.0,Wetland,3,2.0,Omnivore,Aquatic predator,Aquatic,4317287.05
Anas carolinensis,34.4,11.7,11.4,26.0,175.2,92.4,341.89,Wetland,3,2.0,Omnivore,Aquatic predator,Aquatic,
Anas castanea,37.7,15.0,12.4,33.9,202.0,95.1,624.01,Wetland,3,2.0,Omnivore,Aquatic predator,Aquatic,3131751.24
Anas chlorotis,42.7,18.2,14.2,35.6,196.6,94.1,499.09,Wetland,3,1.0,Herbivore,Herbivore aquatic,Aquatic,936.42
Anas crecca,35.8,12.1,11.4,25.9,180.4,96.6,341.89,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,31784516.68
Anas eatoni,31.6,10.3,11.9,27.5,203.2,111.8,944.62,Wetland,3,3.0,Omnivore,Omnivore,Aquatic,7506.03
Anas erythrorhyncha,43.8,15.9,13.9,33.0,215.0,97.6,558.82,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,10763443.79
Anas flavirostris,35.3,13.3,11.7,27.8,191.0,93.3,434.0,Wetland,3,2.0,Omnivore,Herbivore aquatic,Aquatic,3942276.35
Anas fulvigula,59.2,21.9,15.9,40.5,244.5,119.2,843.42,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,1467257.69
Anas georgica,34.3,13.0,13.1,31.3,205.6,97.0,623.82,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,4166039.59
Anas gibberifrons,36.6,14.4,11.5,32.1,193.4,85.2,488.11,Wetland,3,1.0,Omnivore,Aquatic predator,Aquatic,787609.11
Anas gracilis,39.2,15.3,12.0,32.9,192.2,91.8,488.11,Wetland,3,1.0,Omnivore,Aquatic predator,Aquatic,8457229.37
Anas laysanensis,43.2,13.6,11.0,34.4,198.5,84.0,843.42,Wetland,3,1.0,Carnivore,Aquatic predator,Aquatic,1.52
Anas luzonica,54.6,20.1,14.3,39.2,237.0,105.2,832.04,Wetland,3,1.0,Omnivore,Herbivore aquatic,Aquatic,279937.11
Anas melleri,62.1,23.3,15.4,39.0,245.6,113.8,959.22,Wetland,3,1.0,Herbivore,Herbivore aquatic,Aquatic,210448.78
Anas nesiotis,34.0,11.9,11.2,32.2,122.0,42.6,499.09,Wetland,3,1.0,Carnivore,Aquatic predator,Aquatic,112.17
Anas platyrhynchos,58.5,20.8,17.8,40.6,263.4,133.5,843.42,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,39707247.47
Anas poecilorhyncha,61.9,21.1,15.6,43.5,272.0,128.0,999.96,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,5228716.82
Anas rubripes,59.4,20.4,17.0,41.9,267.2,136.5,1240.96,Wetland,3,2.0,Omnivore,Herbivore aquatic,Aquatic,4118764.61
Anas sparsa,48.4,20.1,13.8,38.3,247.4,107.5,981.49,Wetland,3,1.0,Omnivore,Omnivore,Aquatic,9213622.59
Anas superciliosa,57.5,20.0,15.8,39.2,251.2,118.8,882.76,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,8845309.64
Anas undulata,53.3,18.7,13.9,37.1,240.6,103.2,1008.0,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,8476793.26
Anas wyvilliana,47.2,15.8,13.6,34.0,220.0,101.8,843.42,Riverine,3,1.0,Omnivore,Omnivore,Generalist,4181.09
Anas zonorhyncha,59.9,20.9,15.8,39.8,268.2,132.2,1156.0,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,8223090.75
Anser albifrons,48.7,18.4,17.5,65.0,408.2,213.8,2506.39,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,5891602.97
Anser anser,61.2,22.5,21.6,76.2,435.7,204.7,3302.41,Wetland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,13285537.12
Anser brachyrhynchus,48.9,18.7,15.2,74.0,432.2,210.8,2642.04,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,190949.74
Anser caerulescens,61.8,19.4,24.7,76.7,411.8,214.5,2636.15,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,582038.07
Anser canagicus,42.3,20.0,17.5,64.9,374.0,181.0,2136.49,Coastal,3,3.0,Herbivore,Omnivore,Terrestrial,186745.48
Anser cygnoid,92.7,24.2,19.9,76.1,422.2,195.0,3511.94,Wetland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,2166055.01
Anser erythropus,40.9,15.5,13.7,61.2,369.0,195.5,1755.5,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,2594919.27
Anser fabalis,72.7,22.1,22.9,77.2,448.6,225.4,2754.73,Wetland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,13919541.37
Anser indicus,49.9,19.8,14.0,70.8,437.8,215.2,2212.55,Wetland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,2371478.0
Anser rossii,38.1,13.8,15.7,58.8,346.0,188.2,1635.99,Wetland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,216140.46
Asarcornis scutulata,65.1,22.9,18.5,53.9,341.6,124.8,2937.39,Wetland,3,1.0,Omnivore,Omnivore,Aquatic,999723.98
Aythya affinis,47.3,19.6,13.4,34.9,198.2,101.0,819.45,Wetland,3,3.0,Omnivore,Aquatic predator,Aquatic,5052907.86
Aythya americana,49.7,18.8,14.6,35.7,218.6,104.6,1075.69,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,5111761.27
Aythya australis,45.6,20.3,15.5,33.7,213.6,100.1,869.41,Wetland,3,1.0,Carnivore,Aquatic predator,Aquatic,6825013.89
Aythya baeri,44.7,20.8,14.1,31.7,201.8,97.6,681.23,Wetland,3,3.0,Omnivore,Herbivore aquatic,Aquatic,2258041.25
Aythya collaris,51.4,18.9,13.6,33.2,194.8,92.6,704.55,Wetland,3,3.0,Omnivore,Herbivore aquatic,Aquatic,4899833.68
Aythya ferina,50.5,17.9,13.7,35.0,208.6,104.4,822.99,Wetland,3,1.0,Herbivore,Herbivore aquatic,Aquatic,16611109.18
Aythya fuligula,43.9,19.5,13.2,31.3,196.9,99.0,701.17,Wetland,3,2.0,Omnivore,Herbivore aquatic,Aquatic,20377977.97
Aythya innotata,50.8,20.1,12.4,32.9,187.2,87.0,685.0,Wetland,3,1.0,Omnivore,Aquatic predator,Aquatic,597.73
Aythya marila,47.8,22.9,14.3,34.2,213.5,104.1,1005.37,Wetland,3,3.0,Omnivore,Aquatic predator,Aquatic,11929401.28
Aythya novaeseelandiae,38.2,18.9,13.0,28.4,177.0,85.3,681.98,Wetland,3,2.0,Omnivore,Herbivore aquatic,Aquatic,162640.63
Aythya nyroca,41.2,18.4,12.5,28.6,182.5,89.1,574.0,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,6827514.86
Aythya valisineria,58.5,18.8,13.4,37.9,223.5,93.4,1202.0,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,3654390.23
Biziura lobata,41.6,28.2,18.1,46.6,211.5,85.9,1928.54,Wetland,3,2.0,Carnivore,Aquatic predator,Aquatic,1207634.45
Branta bernicla,40.7,14.8,13.5,55.2,319.6,167.7,1277.91,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,3125724.3
Branta canadensis,50.0,19.9,15.3,73.3,422.9,206.5,2811.68,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,12236810.45
Branta hutchinsii,42.1,17.1,12.3,71.0,396.3,176.6,2811.68,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,1274687.67
Branta leucopsis,39.0,16.1,11.7,64.3,381.8,199.8,1683.97,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,178673.97
Branta ruficollis,28.5,14.1,10.8,54.9,345.6,183.8,1226.47,Grassland,3,3.0,Herbivore,Herbivore terrestrial,Terrestrial,754114.0
Branta sandvicensis,43.8,16.8,13.5,80.9,364.0,146.8,2044.12,Shrubland,3,1.0,Herbivore,Herbivore terrestrial,Terrestrial,1904.15
Bucephala albeola,28.8,12.9,9.9,30.1,160.8,75.0,397.46,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,4859143.91
Bucephala clangula,38.1,16.1,11.9,34.1,208.7,105.4,918.56,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,22082935.41
Bucephala islandica,34.9,16.6,12.7,38.2,221.7,103.0,921.21,Wetland,3,2.0,Carnivore,Aquatic predator,Aquatic,2257979.96
Cairina moschata,65.9,22.6,15.7,56.2,345.0,124.0,2415.78,Wetland,3,1.0,Omnivore,Omnivore,Generalist,14188216.55
Callonetta leucophrys,38.8,13.1,11.6,27.8,169.0,72.2,362.78,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,1310348.0
Cereopsis novaehollandiae,47.4,20.6,22.8,101.3,470.8,155.8,3559.99,Shrubland,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,557996.61
Chenonetta jubata,36.5,13.6,9.7,47.8,258.8,121.2,807.46,Wetland,3,1.0,Herbivore,Herbivore terrestrial,Terrestrial,5996685.1
Chloephaga hybrida,34.2,16.6,13.5,53.5,358.0,131.5,2281.8,Marine,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,155646.24
Chloephaga melanoptera,40.7,17.6,14.5,74.4,431.7,152.8,2037.0,Wetland,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,1159462.3
Chloephaga picta,40.1,18.0,14.7,72.5,412.2,178.2,2880.37,Grassland,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,749760.19
Chloephaga poliocephala,30.9,14.1,12.0,55.2,345.4,147.0,2007.14,Grassland,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,389825.64
Chloephaga rubidiceps,30.5,13.0,11.2,56.2,325.6,143.2,2086.0,Grassland,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,52907.93
Clangula hyemalis,32.1,16.0,11.9,33.1,215.6,108.5,871.0,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,9492361.68
Coscoroba coscoroba,63.8,27.1,19.2,81.9,421.2,180.5,4294.78,Wetland,3,2.0,Omnivore,Aquatic predator,Terrestrial,1907875.57
Cyanochen cyanoptera,31.0,16.4,13.3,56.2,326.2,118.0,1520.0,Grassland,3,1.0,Herbivore,Herbivore terrestrial,Terrestrial,361268.41
Cygnus atratus,71.4,24.4,20.8,86.9,459.2,206.0,5623.16,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,6663270.06
Cygnus buccinator,107.6,33.6,27.7,108.8,625.5,267.0,11071.13,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,1375549.41
Cygnus columbianus,101.9,30.4,20.0,93.8,538.2,243.8,6377.96,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,5272186.12
Cygnus cygnus,102.4,29.7,21.7,102.0,582.0,260.5,9349.99,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,17099815.6
Cygnus melancoryphus,78.2,23.6,17.6,79.3,411.8,170.8,4711.68,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,1143135.35
Cygnus olor,96.1,31.0,26.4,96.1,581.5,244.9,10682.04,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,4915289.2
Dendrocygna arborea,52.9,19.6,17.2,65.5,256.5,77.2,1150.0,Forest,3,2.0,Herbivore,Omnivore,Terrestrial,101817.5
Dendrocygna arcuata,42.0,15.4,14.1,45.4,186.0,58.2,796.18,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,4892125.09
Dendrocygna autumnalis,50.8,18.3,16.1,52.7,240.8,79.1,755.3,Wetland,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,9443719.89
Dendrocygna bicolor,50.8,17.6,15.4,50.5,223.0,65.5,756.37,Wetland,3,2.0,Herbivore,Omnivore,Terrestrial,18668766.17
Dendrocygna eytoni,41.9,16.4,15.2,55.1,232.0,87.0,789.99,Grassland,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,4778055.17
Dendrocygna guttata,43.7,16.8,14.1,43.6,206.6,55.6,800.0,Wetland,3,2.0,Omnivore,Omnivore,Terrestrial,925989.76
Dendrocygna javanica,43.5,15.7,13.1,41.6,193.8,62.8,519.61,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,7094720.18
Dendrocygna viduata,48.1,15.7,14.1,47.9,214.3,58.6,689.99,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,27415311.66
Heteronetta atricapilla,52.2,15.7,13.1,33.5,173.6,73.9,538.37,Wetland,3,1.0,Herbivore,Herbivore aquatic,Aquatic,1954559.19
Histrionicus histrionicus,27.3,12.7,10.5,33.0,194.0,95.0,561.57,Marine,3,2.0,Carnivore,Aquatic predator,Aquatic,7912681.94
Hymenolaimus malacorhynchos,42.2,16.1,14.7,42.2,228.2,100.2,829.99,Riverine,3,1.0,Carnivore,Aquatic predator,Aquatic,54832.86
Lophodytes cucullatus,39.6,8.3,9.3,29.2,186.6,95.0,613.77,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,5510396.5
Lophonetta specularioides,49.3,18.4,15.3,46.2,269.2,117.5,1019.93,Wetland,3,1.0,Carnivore,Aquatic predator,Generalist,1859148.87
Malacorhynchus membranaceus,67.6,15.3,17.2,31.8,183.7,81.6,372.79,Wetland,3,2.0,Omnivore,Omnivore,Aquatic,1457174.78
Mareca americana,44.9,16.0,12.3,34.6,253.2,135.4,754.61,Wetland,3,3.0,Herbivore,Omnivore,Terrestrial,8979266.49
Mareca falcata,46.1,16.2,13.0,36.4,238.3,129.5,645.83,Wetland,3,3.0,Herbivore,Herbivore aquatic,Aquatic,5490157.81
Mareca penelope,38.5,15.5,12.4,35.5,250.6,143.0,770.03,Wetland,3,3.0,Herbivore,Omnivore,Terrestrial,16342850.08
Mareca sibilatrix,37.6,15.2,12.2,36.3,245.0,119.8,923.16,Wetland,3,2.0,Herbivore,Omnivore,Terrestrial,2186262.24
Mareca strepera,48.7,16.5,13.7,36.5,251.3,137.0,915.58,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,18552362.65
Marmaronetta angustirostris,46.4,14.8,13.1,32.5,200.7,95.2,477.0,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,1461550.24
Melanitta americana,45.4,22.6,12.3,39.6,220.0,105.2,1117.0,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,3674284.73
Melanitta deglandi,46.8,27.2,14.7,42.8,270.0,134.5,1800.17,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,4842634.82
Melanitta fusca,49.9,26.4,14.7,42.0,259.2,125.8,1800.17,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,5118144.61
Melanitta nigra,48.7,20.8,12.5,39.7,221.1,100.5,1049.98,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,4515415.5
Melanitta perspicillata,58.8,21.6,15.9,38.0,226.3,115.0,1096.33,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,4808381.84
Melanitta stejnegeri,56.5,26.7,15.1,43.0,267.2,128.5,1800.17,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,6485999.47
Merganetta armata,33.5,9.8,9.8,36.2,163.4,63.1,398.82,Riverine,3,1.0,Carnivore,Aquatic predator,Aquatic,1090659.13
Mergellus albellus,32.0,8.3,9.5,30.2,187.3,98.8,608.55,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,11990223.32
Mergus merganser,69.4,10.4,11.7,50.9,270.8,123.8,1451.02,Riverine,3,3.0,Carnivore,Aquatic predator,Aquatic,24915961.61
Mergus octosetaceus,56.1,7.9,10.4,38.6,196.2,79.2,983.0,Riverine,3,1.0,Carnivore,Aquatic predator,Aquatic,51321.75
Mergus serrator,65.0,8.2,10.6,45.5,233.6,114.8,1015.17,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,23632905.44
Mergus squamatus,60.1,8.2,9.8,43.5,256.2,124.4,1234.0,Wetland,3,3.0,Carnivore,Aquatic predator,Aquatic,302689.47
Neochen jubata,36.8,17.4,14.7,60.9,298.0,131.2,1250.0,Riverine,3,2.0,Herbivore,Herbivore terrestrial,Terrestrial,7934083.33
Netta erythrophthalma,45.0,19.5,13.5,33.6,208.0,93.1,780.38,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,10612856.99
Netta peposaca,61.3,21.5,14.3,37.6,230.7,102.5,999.99,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,5216896.73
Netta rufina,49.9,21.1,14.9,37.2,258.3,125.3,1118.0,Wetland,3,2.0,Herbivore,Herbivore aquatic,Aquatic,6127779.64
Nettapus auritus,27.8,10.8,12.4,24.8,149.6,65.0,266.0,Wetland,3,1.0,Omnivore,Herbivore aquatic,Aquatic,17754493.4
Nettapus coromandelianus,26.6,11.1,10.2,23.6,158.5,69.2,391.33,Wetland,3,1.0,Herbivore,Herbivore aquatic,Aquatic,9230293.27
Nettapus pulchellus,27.0,11.4,11.3,25.7,168.8,74.4,306.98,Wetland,3,1.0,Herbivore,Herbivore aquatic,Aquatic,1681125.92
